sitename,itemname,itemengname,itemunit,monitormonth,concentration
新港,氮氧化物,NOx,ppb,2023-10,8.5
新港,一氧化氮,NO,ppb,2023-10,1.2
新港,二氧化氮,NO2,ppb,2023-10,7.2
新港,風速,WIND_SPEED,m/sec,2023-10,2.2
新港,溫度,AMB_TEMP,℃,2023-10,26.5
新港,細懸浮微粒,PM2.5,μg/m3,2023-10,19.8
新港,相對濕度,RH,%,2023-10,75
朴子,二氧化硫,SO2,ppb,2023-10,2.1
朴子,一氧化碳,CO,ppm,2023-10,0.27
朴子,臭氧,O3,ppb,2023-10,41.4
朴子,懸浮微粒,PM10,μg/m3,2023-10,45
朴子,氮氧化物,NOx,ppb,2023-10,7.1
屏東,二氧化硫,SO2,ppb,2023-10,1.3
屏東,一氧化碳,CO,ppm,2023-10,0.34
屏東,臭氧,O3,ppb,2023-10,37.5
屏東,懸浮微粒,PM10,μg/m3,2023-10,39
屏東,氮氧化物,NOx,ppb,2023-10,9.7
屏東,一氧化氮,NO,ppb,2023-10,0.9
屏東,二氧化氮,NO2,ppb,2023-10,8.6
屏東,風速,WIND_SPEED,m/sec,2023-10,1.5
屏東,溫度,AMB_TEMP,℃,2023-10,27.9
屏東,細懸浮微粒,PM2.5,μg/m3,2023-10,20.3
屏東,相對濕度,RH,%,2023-10,76
潮州,風速,WIND_SPEED,m/sec,2023-10,1.2
潮州,溫度,AMB_TEMP,℃,2023-10,27.1
潮州,細懸浮微粒,PM2.5,μg/m3,2023-10,16.9
潮州,相對濕度,RH,%,2023-10,81
臺東,溫度,AMB_TEMP,℃,2023-10,26.2
臺東,細懸浮微粒,PM2.5,μg/m3,2023-10,6.1
臺東,相對濕度,RH,%,2023-10,74
花蓮,二氧化硫,SO2,ppb,2023-10,0.7
花蓮,一氧化碳,CO,ppm,2023-10,0.25
花蓮,臭氧,O3,ppb,2023-10,32.5
花蓮,懸浮微粒,PM10,μg/m3,2023-10,20
花蓮,氮氧化物,NOx,ppb,2023-10,5.6
朴子,二氧化氮,NO2,ppb,2023-10,6.5
朴子,風速,WIND_SPEED,m/sec,2023-10,1.5
朴子,溫度,AMB_TEMP,℃,2023-10,26.5
朴子,細懸浮微粒,PM2.5,μg/m3,2023-10,18.1
朴子,相對濕度,RH,%,2023-10,79
臺西,二氧化硫,SO2,ppb,2023-10,1.5
臺西,一氧化碳,CO,ppm,2023-10,0.24
臺西,臭氧,O3,ppb,2023-10,43
臺西,懸浮微粒,PM10,μg/m3,2023-10,39
臺西,氮氧化物,NOx,ppb,2023-10,7.3
臺西,一氧化氮,NO,ppb,2023-10,1.2
臺西,二氧化氮,NO2,ppb,2023-10,6
臺西,風速,WIND_SPEED,m/sec,2023-10,4.6
臺西,溫度,AMB_TEMP,℃,2023-10,26.3
臺西,細懸浮微粒,PM2.5,μg/m3,2023-10,13.8
善化,細懸浮微粒,PM2.5,μg/m3,2023-10,20
善化,相對濕度,RH,%,2023-10,81
安南,二氧化硫,SO2,ppb,2023-10,1.2
安南,一氧化碳,CO,ppm,2023-10,0.32
安南,臭氧,O3,ppb,2023-10,37.6
安南,懸浮微粒,PM10,μg/m3,2023-10,46
安南,氮氧化物,NOx,ppb,2023-10,11
安南,一氧化氮,NO,ppb,2023-10,1.5
安南,二氧化氮,NO2,ppb,2023-10,9.5
安南,風速,WIND_SPEED,m/sec,2023-10,1.7
安南,溫度,AMB_TEMP,℃,2023-10,27.4
安南,細懸浮微粒,PM2.5,μg/m3,2023-10,20.7
安南,相對濕度,RH,%,2023-10,72
臺南,二氧化硫,SO2,ppb,2023-10,0.9
臺南,一氧化碳,CO,ppm,2023-10,0.36
臺南,臭氧,O3,ppb,2023-10,39.7
臺南,懸浮微粒,PM10,μg/m3,2023-10,43
臺南,氮氧化物,NOx,ppb,2023-10,12.2
臺南,一氧化氮,NO,ppb,2023-10,0.9
臺南,二氧化氮,NO2,ppb,2023-10,11.1
臺南,細懸浮微粒,PM2.5,μg/m3,2023-10,22.4
臺南,相對濕度,RH,%,2023-10,73
美濃,二氧化硫,SO2,ppb,2023-10,0.8
美濃,一氧化碳,CO,ppm,2023-10,0.26
美濃,臭氧,O3,ppb,2023-10,35.4
美濃,懸浮微粒,PM10,μg/m3,2023-10,31
美濃,氮氧化物,NOx,ppb,2023-10,5.2
美濃,一氧化氮,NO,ppb,2023-10,0.8
美濃,二氧化氮,NO2,ppb,2023-10,4.3
美濃,風速,WIND_SPEED,m/sec,2023-10,0.9
埔里,細懸浮微粒,PM2.5,μg/m3,2023-10,17.2
埔里,相對濕度,RH,%,2023-10,79
馬祖,二氧化硫,SO2,ppb,2023-10,0.8
馬祖,一氧化碳,CO,ppm,2023-10,0.21
馬祖,臭氧,O3,ppb,2023-10,53.3
麥寮,風速,WIND_SPEED,m/sec,2023-10,3.6
富貴角,風速,WIND_SPEED,m/sec,2023-10,6.9
橋頭,臭氧,O3,ppb,2023-10,36.9
橋頭,懸浮微粒,PM10,μg/m3,2023-10,42
橋頭,氮氧化物,NOx,ppb,2023-10,11.9
橋頭,一氧化氮,NO,ppb,2023-10,1.2
橋頭,二氧化氮,NO2,ppb,2023-10,10.6
橋頭,風速,WIND_SPEED,m/sec,2023-10,1.7
橋頭,細懸浮微粒,PM2.5,μg/m3,2023-10,21
橋頭,相對濕度,RH,%,2023-10,78
仁武,二氧化硫,SO2,ppb,2023-10,1.6
仁武,一氧化碳,CO,ppm,2023-10,0.33
仁武,臭氧,O3,ppb,2023-10,39.5
仁武,氮氧化物,NOx,ppb,2023-10,13.2
仁武,一氧化氮,NO,ppb,2023-10,1.5
仁武,二氧化氮,NO2,ppb,2023-10,11.6
仁武,風速,WIND_SPEED,m/sec,2023-10,2
仁武,溫度,AMB_TEMP,℃,2023-10,27.3
仁武,細懸浮微粒,PM2.5,μg/m3,2023-10,17.7
仁武,相對濕度,RH,%,2023-10,75
鳳山,二氧化硫,SO2,ppb,2023-10,1.8
鳳山,一氧化碳,CO,ppm,2023-10,0.48
鳳山,臭氧,O3,ppb,2023-10,35.2
鳳山,懸浮微粒,PM10,μg/m3,2023-10,38
鳳山,氮氧化物,NOx,ppb,2023-10,15.2
鳳山,一氧化氮,NO,ppb,2023-10,1.8
鳳山,二氧化氮,NO2,ppb,2023-10,13.3
鳳山,風速,WIND_SPEED,m/sec,2023-10,0.7
鳳山,溫度,AMB_TEMP,℃,2023-10,28.4
鳳山,細懸浮微粒,PM2.5,μg/m3,2023-10,18.1
鳳山,相對濕度,RH,%,2023-10,74
大寮,二氧化硫,SO2,ppb,2023-10,1.9
大寮,一氧化碳,CO,ppm,2023-10,0.32
大寮,臭氧,O3,ppb,2023-10,33.6
大寮,懸浮微粒,PM10,μg/m3,2023-10,44
大寮,氮氧化物,NOx,ppb,2023-10,13.1
大寮,一氧化氮,NO,ppb,2023-10,1.4
大寮,二氧化氮,NO2,ppb,2023-10,11.6
大寮,風速,WIND_SPEED,m/sec,2023-10,1.4
大寮,溫度,AMB_TEMP,℃,2023-10,27.9
大寮,細懸浮微粒,PM2.5,μg/m3,2023-10,19.8
大寮,相對濕度,RH,%,2023-10,81
林園,二氧化硫,SO2,ppb,2023-10,1.4
林園,一氧化碳,CO,ppm,2023-10,0.28
林園,臭氧,O3,ppb,2023-10,42.8
林園,懸浮微粒,PM10,μg/m3,2023-10,41
潮州,二氧化硫,SO2,ppb,2023-10,1
潮州,一氧化碳,CO,ppm,2023-10,0.24
潮州,臭氧,O3,ppb,2023-10,34.6
潮州,懸浮微粒,PM10,μg/m3,2023-10,31
潮州,氮氧化物,NOx,ppb,2023-10,4.4
潮州,一氧化氮,NO,ppb,2023-10,0.6
潮州,二氧化氮,NO2,ppb,2023-10,3.7
大里,二氧化硫,SO2,ppb,2023-10,1.4
嘉義,氮氧化物,NOx,ppb,2023-10,10.6
嘉義,懸浮微粒,PM10,μg/m3,2023-10,43
嘉義,臭氧,O3,ppb,2023-10,38.1
嘉義,一氧化碳,CO,ppm,2023-10,0.33
嘉義,二氧化硫,SO2,ppb,2023-10,2
臺西,相對濕度,RH,%,2023-10,81
朴子,一氧化氮,NO,ppb,2023-10,0.5
新港,懸浮微粒,PM10,μg/m3,2023-10,49
新港,臭氧,O3,ppb,2023-10,40.1
新港,一氧化碳,CO,ppm,2023-10,0.27
新港,二氧化硫,SO2,ppb,2023-10,1.8
崙背,相對濕度,RH,%,2023-10,79
崙背,細懸浮微粒,PM2.5,μg/m3,2023-10,18.6
崙背,溫度,AMB_TEMP,℃,2023-10,26.6
崙背,風速,WIND_SPEED,m/sec,2023-10,1.5
崙背,二氧化氮,NO2,ppb,2023-10,6.5
崙背,一氧化氮,NO,ppb,2023-10,0.9
崙背,氮氧化物,NOx,ppb,2023-10,7.5
崙背,懸浮微粒,PM10,μg/m3,2023-10,49
新店,二氧化氮,NO2,ppb,2023-10,7.8
新店,一氧化氮,NO,ppb,2023-10,1.2
新店,氮氧化物,NOx,ppb,2023-10,9.1
崙背,臭氧,O3,ppb,2023-10,36.9
崙背,一氧化碳,CO,ppm,2023-10,0.27
崙背,二氧化硫,SO2,ppb,2023-10,1.6
斗六,相對濕度,RH,%,2023-10,77
斗六,細懸浮微粒,PM2.5,μg/m3,2023-10,20.3
斗六,溫度,AMB_TEMP,℃,2023-10,27
南投,相對濕度,RH,%,2023-10,75
南投,細懸浮微粒,PM2.5,μg/m3,2023-10,18
南投,溫度,AMB_TEMP,℃,2023-10,26.8
南投,風速,WIND_SPEED,m/sec,2023-10,1.2
南投,二氧化氮,NO2,ppb,2023-10,10.1
南投,一氧化氮,NO,ppb,2023-10,1.4
南投,一氧化碳,CO,ppm,2023-10,0.32
南投,二氧化硫,SO2,ppb,2023-10,0.8
二林,相對濕度,RH,%,2023-10,81
二林,懸浮微粒,PM10,μg/m3,2023-10,48
麥寮,二氧化氮,NO2,ppb,2023-10,6.7
麥寮,一氧化氮,NO,ppb,2023-10,1
麥寮,氮氧化物,NOx,ppb,2023-10,7.8
麥寮,懸浮微粒,PM10,μg/m3,2023-10,38
麥寮,臭氧,O3,ppb,2023-10,43.3
麥寮,一氧化碳,CO,ppm,2023-10,0.26
關山,風速,WIND_SPEED,m/sec,2023-10,1.2
金門,細懸浮微粒,PM2.5,μg/m3,2023-10,16.8
金門,一氧化氮,NO,ppb,2023-10,0.9
金門,氮氧化物,NOx,ppb,2023-10,8.3
金門,懸浮微粒,PM10,μg/m3,2023-10,33
金門,臭氧,O3,ppb,2023-10,51.3
金門,一氧化碳,CO,ppm,2023-10,0.3
大城,相對濕度,RH,%,2023-10,85
大城,細懸浮微粒,PM2.5,μg/m3,2023-10,14.1
大城,溫度,AMB_TEMP,℃,2023-10,26.1
大城,風速,WIND_SPEED,m/sec,2023-10,4.9
大城,二氧化氮,NO2,ppb,2023-10,6
大城,一氧化氮,NO,ppb,2023-10,1
大城,氮氧化物,NOx,ppb,2023-10,7.1
大城,懸浮微粒,PM10,μg/m3,2023-10,35
大城,臭氧,O3,ppb,2023-10,46.4
大城,一氧化碳,CO,ppm,2023-10,0.21
大城,二氧化硫,SO2,ppb,2023-10,0.8
富貴角,相對濕度,RH,%,2023-10,85
富貴角,細懸浮微粒,PM2.5,μg/m3,2023-10,10.5
富貴角,溫度,AMB_TEMP,℃,2023-10,24.8
富貴角,二氧化氮,NO2,ppb,2023-10,1.2
富貴角,一氧化氮,NO,ppb,2023-10,0
富貴角,氮氧化物,NOx,ppb,2023-10,1.3
富貴角,懸浮微粒,PM10,μg/m3,2023-10,36
富貴角,臭氧,O3,ppb,2023-10,54.7
富貴角,一氧化碳,CO,ppm,2023-10,0.14
富貴角,二氧化硫,SO2,ppb,2023-10,0.2
麥寮,相對濕度,RH,%,2023-10,81
麥寮,細懸浮微粒,PM2.5,μg/m3,2023-10,15.3
麥寮,溫度,AMB_TEMP,℃,2023-10,26.5
麥寮,二氧化硫,SO2,ppb,2023-10,1.8
關山,相對濕度,RH,%,2023-10,80
關山,細懸浮微粒,PM2.5,μg/m3,2023-10,4.1
關山,溫度,AMB_TEMP,℃,2023-10,24.8
關山,二氧化氮,NO2,ppb,2023-10,2.4
關山,一氧化氮,NO,ppb,2023-10,0.8
關山,氮氧化物,NOx,ppb,2023-10,3.2
關山,懸浮微粒,PM10,μg/m3,2023-10,16
關山,臭氧,O3,ppb,2023-10,29.6
關山,一氧化碳,CO,ppm,2023-10,0.18
馬公,臭氧,O3,ppb,2023-10,53.8
金門,相對濕度,RH,%,2023-10,73
金門,溫度,AMB_TEMP,℃,2023-10,25.3
金門,風速,WIND_SPEED,m/sec,2023-10,1.8
金門,二氧化氮,NO2,ppb,2023-10,7.4
二林,臭氧,O3,ppb,2023-10,39.9
二林,一氧化碳,CO,ppm,2023-10,0.3
二林,二氧化硫,SO2,ppb,2023-10,2.1
線西,相對濕度,RH,%,2023-10,77
沙鹿,一氧化碳,CO,ppm,2023-10,0.27
沙鹿,二氧化硫,SO2,ppb,2023-10,1
豐原,相對濕度,RH,%,2023-10,76
埔里,溫度,AMB_TEMP,℃,2023-10,25.5
埔里,風速,WIND_SPEED,m/sec,2023-10,1.4
永和,細懸浮微粒,PM2.5,μg/m3,2023-10,13.5
永和,溫度,AMB_TEMP,℃,2023-10,25.7
永和,風速,WIND_SPEED,m/sec,2023-10,1.6
永和,二氧化氮,NO2,ppb,2023-10,11.1
永和,一氧化氮,NO,ppb,2023-10,3.7
金門,二氧化硫,SO2,ppb,2023-10,1.7
馬祖,相對濕度,RH,%,2023-10,71
馬祖,細懸浮微粒,PM2.5,μg/m3,2023-10,13.2
馬祖,溫度,AMB_TEMP,℃,2023-10,23.5
馬祖,風速,WIND_SPEED,m/sec,2023-10,2
馬祖,二氧化氮,NO2,ppb,2023-10,3.4
馬祖,一氧化氮,NO,ppb,2023-10,0.5
馬祖,氮氧化物,NOx,ppb,2023-10,4
馬祖,懸浮微粒,PM10,μg/m3,2023-10,25
埔里,二氧化氮,NO2,ppb,2023-10,4
埔里,一氧化氮,NO,ppb,2023-10,1.4
埔里,氮氧化物,NOx,ppb,2023-10,5.5
埔里,懸浮微粒,PM10,μg/m3,2023-10,29
埔里,臭氧,O3,ppb,2023-10,32.6
埔里,一氧化碳,CO,ppm,2023-10,0.28
埔里,二氧化硫,SO2,ppb,2023-10,1.1
復興,相對濕度,RH,%,2023-10,76
復興,細懸浮微粒,PM2.5,μg/m3,2023-10,19.2
復興,溫度,AMB_TEMP,℃,2023-10,27.8
復興,風速,WIND_SPEED,m/sec,2023-10,0.8
復興,二氧化氮,NO2,ppb,2023-10,13.9
復興,一氧化氮,NO,ppb,2023-10,2
復興,氮氧化物,NOx,ppb,2023-10,16
復興,懸浮微粒,PM10,μg/m3,2023-10,38
復興,臭氧,O3,ppb,2023-10,38.8
復興,一氧化碳,CO,ppm,2023-10,0.44
復興,二氧化硫,SO2,ppb,2023-10,1.4
永和,相對濕度,RH,%,2023-10,69
豐原,細懸浮微粒,PM2.5,μg/m3,2023-10,15.9
豐原,溫度,AMB_TEMP,℃,2023-10,25.6
豐原,風速,WIND_SPEED,m/sec,2023-10,1.7
新竹,氮氧化物,NOx,ppb,2023-10,10.6
新竹,懸浮微粒,PM10,μg/m3,2023-10,20
竹東,細懸浮微粒,PM2.5,μg/m3,2023-10,11.8
竹東,溫度,AMB_TEMP,℃,2023-10,25.5
竹東,風速,WIND_SPEED,m/sec,2023-10,2
竹東,二氧化氮,NO2,ppb,2023-10,5.4
竹東,一氧化氮,NO,ppb,2023-10,0.8
竹東,氮氧化物,NOx,ppb,2023-10,6.3
竹東,懸浮微粒,PM10,μg/m3,2023-10,18
竹東,臭氧,O3,ppb,2023-10,38.6
竹東,一氧化碳,CO,ppm,2023-10,0.23
竹東,二氧化硫,SO2,ppb,2023-10,0.5
冬山,一氧化碳,CO,ppm,2023-10,0.23
冬山,二氧化硫,SO2,ppb,2023-10,0.8
宜蘭,相對濕度,RH,%,2023-10,81
宜蘭,細懸浮微粒,PM2.5,μg/m3,2023-10,9.8
宜蘭,溫度,AMB_TEMP,℃,2023-10,25.1
宜蘭,風速,WIND_SPEED,m/sec,2023-10,1.2
宜蘭,二氧化氮,NO2,ppb,2023-10,3.8
宜蘭,一氧化氮,NO,ppb,2023-10,0.7
竹山,二氧化氮,NO2,ppb,2023-10,7.4
竹山,一氧化氮,NO,ppb,2023-10,1
竹山,氮氧化物,NOx,ppb,2023-10,8.5
竹山,懸浮微粒,PM10,μg/m3,2023-10,37
竹山,臭氧,O3,ppb,2023-10,34
竹山,一氧化碳,CO,ppm,2023-10,0.27
竹山,二氧化硫,SO2,ppb,2023-10,0.9
中壢,相對濕度,RH,%,2023-10,79
中壢,細懸浮微粒,PM2.5,μg/m3,2023-10,12.4
中壢,溫度,AMB_TEMP,℃,2023-10,25
中壢,風速,WIND_SPEED,m/sec,2023-10,0.8
中壢,二氧化氮,NO2,ppb,2023-10,20.8
中壢,一氧化氮,NO,ppb,2023-10,11.7
中壢,氮氧化物,NOx,ppb,2023-10,32.6
中壢,懸浮微粒,PM10,μg/m3,2023-10,25
中壢,臭氧,O3,ppb,2023-10,29.6
中壢,一氧化碳,CO,ppm,2023-10,0.63
中壢,二氧化硫,SO2,ppb,2023-10,1.6
三重,相對濕度,RH,%,2023-10,72
三重,細懸浮微粒,PM2.5,μg/m3,2023-10,10.6
三重,溫度,AMB_TEMP,℃,2023-10,26.3
三重,二氧化氮,NO2,ppb,2023-10,27.2
三重,一氧化氮,NO,ppb,2023-10,26.1
三重,氮氧化物,NOx,ppb,2023-10,53.4
三重,懸浮微粒,PM10,μg/m3,2023-10,21
三重,臭氧,O3,ppb,2023-10,21.9
三重,一氧化碳,CO,ppm,2023-10,0.8
三重,二氧化硫,SO2,ppb,2023-10,0.7
冬山,相對濕度,RH,%,2023-10,88
冬山,細懸浮微粒,PM2.5,μg/m3,2023-10,6.8
冬山,溫度,AMB_TEMP,℃,2023-10,24.2
冬山,風速,WIND_SPEED,m/sec,2023-10,1.2
冬山,二氧化氮,NO2,ppb,2023-10,5.9
冬山,一氧化氮,NO,ppb,2023-10,1.4
冬山,氮氧化物,NOx,ppb,2023-10,7.4
冬山,懸浮微粒,PM10,μg/m3,2023-10,18
冬山,臭氧,O3,ppb,2023-10,34.2
湖口,相對濕度,RH,%,2023-10,75
湖口,細懸浮微粒,PM2.5,μg/m3,2023-10,14
湖口,溫度,AMB_TEMP,℃,2023-10,25.2
湖口,風速,WIND_SPEED,m/sec,2023-10,3.5
湖口,懸浮微粒,PM10,μg/m3,2023-10,27
湖口,臭氧,O3,ppb,2023-10,43.6
湖口,一氧化碳,CO,ppm,2023-10,0.24
湖口,二氧化硫,SO2,ppb,2023-10,1
龍潭,相對濕度,RH,%,2023-10,83
龍潭,細懸浮微粒,PM2.5,μg/m3,2023-10,9.8
龍潭,溫度,AMB_TEMP,℃,2023-10,23.9
龍潭,風速,WIND_SPEED,m/sec,2023-10,3.5
龍潭,二氧化氮,NO2,ppb,2023-10,8
龍潭,一氧化氮,NO,ppb,2023-10,1.2
龍潭,氮氧化物,NOx,ppb,2023-10,9.4
龍潭,懸浮微粒,PM10,μg/m3,2023-10,21
龍潭,臭氧,O3,ppb,2023-10,41.4
花蓮,細懸浮微粒,PM2.5,μg/m3,2023-10,7.8
花蓮,溫度,AMB_TEMP,℃,2023-10,25.4
花蓮,風速,WIND_SPEED,m/sec,2023-10,1.8
花蓮,二氧化氮,NO2,ppb,2023-10,4.6
花蓮,一氧化氮,NO,ppb,2023-10,0.9
龍潭,一氧化碳,CO,ppm,2023-10,0.27
龍潭,二氧化硫,SO2,ppb,2023-10,1
平鎮,相對濕度,RH,%,2023-10,76
平鎮,細懸浮微粒,PM2.5,μg/m3,2023-10,9.6
平鎮,溫度,AMB_TEMP,℃,2023-10,25
平鎮,風速,WIND_SPEED,m/sec,2023-10,2.8
平鎮,二氧化氮,NO2,ppb,2023-10,11
平鎮,一氧化氮,NO,ppb,2023-10,1.6
平鎮,氮氧化物,NOx,ppb,2023-10,12.7
平鎮,懸浮微粒,PM10,μg/m3,2023-10,22
平鎮,臭氧,O3,ppb,2023-10,40.6
平鎮,一氧化碳,CO,ppm,2023-10,0.31
平鎮,二氧化硫,SO2,ppb,2023-10,0.7
觀音,相對濕度,RH,%,2023-10,81
觀音,細懸浮微粒,PM2.5,μg/m3,2023-10,13.8
觀音,溫度,AMB_TEMP,℃,2023-10,25.4
觀音,風速,WIND_SPEED,m/sec,2023-10,4.9
觀音,二氧化氮,NO2,ppb,2023-10,7.6
觀音,一氧化氮,NO,ppb,2023-10,0.8
觀音,氮氧化物,NOx,ppb,2023-10,8.6
觀音,懸浮微粒,PM10,μg/m3,2023-10,31
桃園,相對濕度,RH,%,2023-10,78
桃園,細懸浮微粒,PM2.5,μg/m3,2023-10,11
古亭,二氧化氮,NO2,ppb,2023-10,9.2
古亭,一氧化氮,NO,ppb,2023-10,1.4
古亭,氮氧化物,NOx,ppb,2023-10,10.7
新莊,一氧化碳,CO,ppm,2023-10,0.27
新莊,二氧化硫,SO2,ppb,2023-10,0.6
板橋,相對濕度,RH,%,2023-10,78
板橋,細懸浮微粒,PM2.5,μg/m3,2023-10,12.3
板橋,溫度,AMB_TEMP,℃,2023-10,25.7
板橋,風速,WIND_SPEED,m/sec,2023-10,1.8
板橋,二氧化氮,NO2,ppb,2023-10,11.6
板橋,一氧化氮,NO,ppb,2023-10,1.4
板橋,氮氧化物,NOx,ppb,2023-10,13.1
板橋,懸浮微粒,PM10,μg/m3,2023-10,20
板橋,臭氧,O3,ppb,2023-10,37.2
板橋,一氧化碳,CO,ppm,2023-10,0.34
板橋,二氧化硫,SO2,ppb,2023-10,0.6
土城,相對濕度,RH,%,2023-10,77
土城,細懸浮微粒,PM2.5,μg/m3,2023-10,13.4
土城,溫度,AMB_TEMP,℃,2023-10,25.8
土城,風速,WIND_SPEED,m/sec,2023-10,1.3
土城,二氧化氮,NO2,ppb,2023-10,8.2
土城,一氧化氮,NO,ppb,2023-10,1.2
土城,氮氧化物,NOx,ppb,2023-10,9.5
土城,懸浮微粒,PM10,μg/m3,2023-10,21
土城,臭氧,O3,ppb,2023-10,40.1
土城,一氧化碳,CO,ppm,2023-10,0.28
土城,二氧化硫,SO2,ppb,2023-10,0.8
新店,相對濕度,RH,%,2023-10,81
新店,細懸浮微粒,PM2.5,μg/m3,2023-10,9.7
新店,溫度,AMB_TEMP,℃,2023-10,25.6
新店,風速,WIND_SPEED,m/sec,2023-10,1.7
新店,懸浮微粒,PM10,μg/m3,2023-10,18
新店,臭氧,O3,ppb,2023-10,39.9
新店,一氧化碳,CO,ppm,2023-10,0.27
新店,二氧化硫,SO2,ppb,2023-10,0.7
萬里,相對濕度,RH,%,2023-10,82
萬里,細懸浮微粒,PM2.5,μg/m3,2023-10,10.2
萬里,溫度,AMB_TEMP,℃,2023-10,24.6
萬里,風速,WIND_SPEED,m/sec,2023-10,4
萬里,二氧化氮,NO2,ppb,2023-10,3.7
萬里,一氧化氮,NO,ppb,2023-10,0.9
萬里,氮氧化物,NOx,ppb,2023-10,4.6
萬里,懸浮微粒,PM10,μg/m3,2023-10,38
萬里,臭氧,O3,ppb,2023-10,44.1
萬里,一氧化碳,CO,ppm,2023-10,0.21
萬里,二氧化硫,SO2,ppb,2023-10,1
汐止,相對濕度,RH,%,2023-10,85
汐止,細懸浮微粒,PM2.5,μg/m3,2023-10,10.6
汐止,溫度,AMB_TEMP,℃,2023-10,25.1
關山,二氧化硫,SO2,ppb,2023-10,0.7
馬公,相對濕度,RH,%,2023-10,74
馬公,細懸浮微粒,PM2.5,μg/m3,2023-10,11.7
馬公,溫度,AMB_TEMP,℃,2023-10,26.7
馬公,風速,WIND_SPEED,m/sec,2023-10,5.2
馬公,二氧化氮,NO2,ppb,2023-10,1.8
馬公,一氧化氮,NO,ppb,2023-10,0.5
馬公,氮氧化物,NOx,ppb,2023-10,2.4
馬公,懸浮微粒,PM10,μg/m3,2023-10,22
馬公,一氧化碳,CO,ppm,2023-10,0.18
馬公,二氧化硫,SO2,ppb,2023-10,0.3
永和,氮氧化物,NOx,ppb,2023-10,14.9
永和,懸浮微粒,PM10,μg/m3,2023-10,19
永和,臭氧,O3,ppb,2023-10,36.4
永和,一氧化碳,CO,ppm,2023-10,0.41
永和,二氧化硫,SO2,ppb,2023-10,0.9
竹山,相對濕度,RH,%,2023-10,87
竹山,細懸浮微粒,PM2.5,μg/m3,2023-10,23.4
竹山,溫度,AMB_TEMP,℃,2023-10,26.2
竹山,風速,WIND_SPEED,m/sec,2023-10,1.2
宜蘭,氮氧化物,NOx,ppb,2023-10,4.6
宜蘭,懸浮微粒,PM10,μg/m3,2023-10,16
宜蘭,臭氧,O3,ppb,2023-10,35.8
宜蘭,一氧化碳,CO,ppm,2023-10,0.18
宜蘭,二氧化硫,SO2,ppb,2023-10,0.9
陽明,相對濕度,RH,%,2023-10,92
陽明,細懸浮微粒,PM2.5,μg/m3,2023-10,4.9
陽明,溫度,AMB_TEMP,℃,2023-10,18.6
陽明,風速,WIND_SPEED,m/sec,2023-10,3.1
陽明,二氧化氮,NO2,ppb,2023-10,1.1
陽明,一氧化氮,NO,ppb,2023-10,0.4
陽明,氮氧化物,NOx,ppb,2023-10,1.6
陽明,懸浮微粒,PM10,μg/m3,2023-10,12
陽明,臭氧,O3,ppb,2023-10,49
陽明,一氧化碳,CO,ppm,2023-10,0.19
陽明,二氧化硫,SO2,ppb,2023-10,0.5
花蓮,相對濕度,RH,%,2023-10,83
臺東,風速,WIND_SPEED,m/sec,2023-10,1.7
臺東,二氧化氮,NO2,ppb,2023-10,3.4
臺東,一氧化氮,NO,ppb,2023-10,1
臺東,氮氧化物,NOx,ppb,2023-10,4.6
臺東,懸浮微粒,PM10,μg/m3,2023-10,19
臺東,臭氧,O3,ppb,2023-10,34.8
臺東,一氧化碳,CO,ppm,2023-10,0.2
臺東,二氧化硫,SO2,ppb,2023-10,0.4
橋頭,溫度,AMB_TEMP,℃,2023-10,27.8
臺南,溫度,AMB_TEMP,℃,2023-10,27.3
臺南,風速,WIND_SPEED,m/sec,2023-10,0.7
恆春,相對濕度,RH,%,2023-10,x
恆春,細懸浮微粒,PM2.5,μg/m3,2023-10,6
恆春,溫度,AMB_TEMP,℃,2023-10,x
恆春,風速,WIND_SPEED,m/sec,2023-10,5.8
恆春,二氧化氮,NO2,ppb,2023-10,0.9
恆春,一氧化氮,NO,ppb,2023-10,0.5
恆春,氮氧化物,NOx,ppb,2023-10,1.5
恆春,懸浮微粒,PM10,μg/m3,2023-10,16
恆春,臭氧,O3,ppb,2023-10,42.8
恆春,一氧化碳,CO,ppm,2023-10,0.16
恆春,二氧化硫,SO2,ppb,2023-10,0.6
西屯,一氧化氮,NO,ppb,2023-10,2.4
西屯,氮氧化物,NOx,ppb,2023-10,13.4
西屯,懸浮微粒,PM10,μg/m3,2023-10,33
西屯,臭氧,O3,ppb,2023-10,37.1
西屯,一氧化碳,CO,ppm,2023-10,0.28
西屯,二氧化硫,SO2,ppb,2023-10,1.3
忠明,相對濕度,RH,%,2023-10,79
忠明,細懸浮微粒,PM2.5,μg/m3,2023-10,16.6
忠明,溫度,AMB_TEMP,℃,2023-10,25.7
忠明,風速,WIND_SPEED,m/sec,2023-10,1.6
忠明,二氧化氮,NO2,ppb,2023-10,12.4
忠明,一氧化氮,NO,ppb,2023-10,1.2
忠明,氮氧化物,NOx,ppb,2023-10,13.7
忠明,懸浮微粒,PM10,μg/m3,2023-10,31
忠明,臭氧,O3,ppb,2023-10,36
忠明,一氧化碳,CO,ppm,2023-10,0.34
忠明,二氧化硫,SO2,ppb,2023-10,1.7
大里,相對濕度,RH,%,2023-10,78
大里,細懸浮微粒,PM2.5,μg/m3,2023-10,16.2
大里,溫度,AMB_TEMP,℃,2023-10,26.4
